label,timestamp,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
s03_standing_ab_twists,0.0,0.5549649596214294,0.22877122461795807,0.18145763874053955,0.9999639987945557,0.5507919192314148,0.221644327044487,0.14160801470279694,0.9999381303787231,0.5473414063453674,0.22183087468147278,0.14161796867847443,0.9999488592147827,0.54374760389328,0.221867173910141,0.14163987338542938,0.9999309778213501,0.5601619482040405,0.22139258682727814,0.14972104132175446,0.9999433755874634,0.5631349682807922,0.22153668105602264,0.14972460269927979,0.9999572038650513,0.5660054683685303,0.22170598804950714,0.14964713156223297,0.9999382495880127,0.539104700088501,0.22717639803886414,0.0008524574805051088,0.9999545812606812,0.5721642971038818,0.22877006232738495,0.033929500728845596,0.9999428987503052,0.548835277557373,0.23782598972320557,0.13738705217838287,0.9999638795852661,0.5591287612915039,0.2371443212032318,0.14646822214126587,0.9999659061431885,0.5045827627182007,0.29050809144973755,-0.08409839123487473,0.9999544620513916,0.6044453978538513,0.293379008769989,0.0037760124541819096,0.9999196529388428,0.4813331663608551,0.3710631728172302,-0.0975784957408905,0.9930549263954163,0.6275037527084351,0.37280404567718506,-0.004934808239340782,0.9747233986854553,0.46521928906440735,0.4457204043865204,-0.04887274280190468,0.9425783753395081,0.6222791075706482,0.438591331243515,-0.010530252009630203,0.8575862646102905,0.46047255396842957,0.4666363298892975,-0.059444770216941833,0.8798167705535889,0.6238378882408142,0.4590858519077301,-0.012889547273516655,0.7718165516853333,0.463986337184906,0.46540477871894836,-0.058708880096673965,0.8680596351623535,0.6147237420082092,0.4561198651790619,-0.019506163895130157,0.7542313933372498,0.46842119097709656,0.4577833116054535,-0.04717705026268959,0.8034173846244812,0.6106485724449158,0.448355108499527,-0.0133828679099679,0.6834025979042053,0.5220609903335571,0.44458696246147156,-0.03769158199429512,0.9999048709869385,0.5765787363052368,0.446702778339386,0.03741729259490967,0.9997978806495667,0.5154504776000977,0.5573460459709167,-0.008795778267085552,0.9990449547767639,0.5854218602180481,0.5540204644203186,0.11190344393253326,0.9962018132209778,0.5007073283195496,0.668423593044281,0.042900629341602325,0.9980018734931946,0.5827300548553467,0.6610666513442993,0.1766497790813446,0.9950752854347229,0.5047246813774109,0.6894735097885132,0.04689251631498337,0.9974602460861206,0.5787487626075745,0.6758422255516052,0.18225859105587006,0.9930558800697327,0.480459988117218,0.6740768551826477,-0.005173990502953529,0.9540658593177795,0.5709059834480286,0.6693816184997559,0.1406749039888382,0.921573281288147
s03_standing_ab_twists,0.02,0.554238498210907,0.22882401943206787,0.18393941223621368,0.9999630451202393,0.5501390695571899,0.22167235612869263,0.14435827732086182,0.9999366402626038,0.5466694235801697,0.221837118268013,0.14436402916908264,0.9999473690986633,0.5431820154190063,0.2218710333108902,0.1443786919116974,0.999928891658783,0.559673011302948,0.22152546048164368,0.15373025834560394,0.9999420642852783,0.5627777576446533,0.22168618440628052,0.15373660624027252,0.9999561309814453,0.5657298564910889,0.2218758761882782,0.15366017818450928,0.999937117099762,0.5390050411224365,0.22718364000320435,0.002842078683897853,0.9999532103538513,0.5719993710517883,0.2287810742855072,0.041534651070833206,0.9999414086341858,0.5481560230255127,0.23784667253494263,0.1394219696521759,0.9999619126319885,0.5585254430770874,0.23728670179843903,0.1499972641468048,0.99996417760849,0.5045843124389648,0.2904963195323944,-0.08562102913856506,0.9999534487724304,0.6045569777488708,0.29346024990081787,0.017651362344622612,0.9999161958694458,0.48120981454849243,0.37160375714302063,-0.09821134060621262,0.9930871725082397,0.627517580986023,0.3728020489215851,0.015336236916482449,0.974388062953949,0.46520134806632996,0.4457215368747711,-0.04521825164556503,0.9411800503730774,0.6222542524337769,0.43867042660713196,0.02072833850979805,0.8547897934913635,0.46047940850257874,0.46665358543395996,-0.055429160594940186,0.8767070770263672,0.6237814426422119,0.4592171907424927,0.02042483352124691,0.767474889755249,0.4639554023742676,0.4654049575328827,-0.053658660501241684,0.8647382855415344,0.6146219372749329,0.45628494024276733,0.01481389906257391,0.7495726943016052,0.4681856632232666,0.45779648423194885,-0.043107692152261734,0.799423336982727,0.610525906085968,0.44856831431388855,0.01821904070675373,0.6783159375190735,0.522129476070404,0.4445156753063202,-0.046425171196460724,0.9999009966850281,0.5769502520561218,0.4464188516139984,0.04617808014154434,0.9997876882553101,0.5154819488525391,0.5572822690010071,-0.011946333572268486,0.9990213513374329,0.5854055285453796,0.5536045432090759,0.1261138916015625,0.9959697127342224,0.5010285377502441,0.6684216260910034,0.043457113206386566,0.9979441165924072,0.5833584070205688,0.6607164144515991,0.19860532879829407,0.9948373436927795,0.505840003490448,0.6899305582046509,0.04788142442703247,0.9974103569984436,0.5802794694900513,0.6757723689079285,0.20492839813232422,0.9927546977996826,0.47901424765586853,0.6736451983451843,-0.003641134360805154,0.953419029712677,0.569247841835022,0.6692137718200684,0.16539710760116577,0.9194067716598511
s03_standing_ab_twists,0.04,0.553791344165802,0.22887063026428223,0.18598175048828125,0.9999620318412781,0.5497409105300903,0.2216929942369461,0.14647801220417023,0.9999352097511292,0.5462711453437805,0.22184152901172638,0.14648109674453735,0.999945878982544,0.5428462624549866,0.22187361121177673,0.14649125933647156,0.9999269843101501,0.5593310594558716,0.221620112657547,0.15632255375385284,0.9999407529830933,0.5625086426734924,0.22179195284843445,0.15632998943328857,0.9999549984931946,0.5655117630958557,0.22199498116970062,0.15625391900539398,0.9999359250068665,0.5389341711997986,0.22718794643878937,0.004338645841926336,0.999951958656311,0.5718618035316467,0.2287847399711609,0.04478958249092102,0.9999399185180664,0.547751784324646,0.23786363005638123,0.14114512503147125,0.9999600648880005,0.5581104755401611,0.23739904165267944,0.152338907122612,0.9999624490737915,0.5045599937438965,0.2905072569847107,-0.08603863418102264,0.9999525547027588,0.6045799255371094,0.2934668958187103,0.02152581885457039,0.9999123215675354,0.48116353154182434,0.37194183468818665,-0.09838294982910156,0.9931036233901978,0.6275395154953003,0.37276703119277954,0.01891903579235077,0.9739910364151001,0.46519988775253296,0.4457460045814514,-0.04346802458167076,0.9400927424430847,0.6222579479217529,0.4387024939060211,0.02381252683699131,0.8520406484603882,0.46048757433891296,0.46665894985198975,-0.05361907184123993,0.8742606043815613,0.6237874627113342,0.459268718957901,0.02321781776845455,0.763413667678833,0.46392548084259033,0.4654010832309723,-0.051652099937200546,0.8621259927749634,0.6146107912063599,0.4563620090484619,0.01766216568648815,0.7452049255371094,0.4680272340774536,0.45781201124191284,-0.04127001389861107,0.7962580323219299,0.6104987859725952,0.4486697316169739,0.021238524466753006,0.6735959053039551,0.5221298336982727,0.4443778097629547,-0.04921318590641022,0.9998974800109863,0.5770604014396667,0.4461418092250824,0.04897446185350418,0.9997778534889221,0.515483021736145,0.5572904348373413,-0.013187872245907784,0.9989860653877258,0.5853169560432434,0.5534571409225464,0.12977756559848785,0.995678722858429,0.5012018084526062,0.6684668064117432,0.04468216001987457,0.997860848903656,0.5836584568023682,0.6603465676307678,0.20363596081733704,0.9945346117019653,0.5061717629432678,0.6903500556945801,0.049504585564136505,0.997334361076355,0.5812249779701233,0.6756539344787598,0.2100479006767273,0.9923920631408691,0.47797903418540955,0.6731812953948975,-0.001979499589651823,0.9524727463722229,0.5680708885192871,0.6690210700035095,0.1701861023902893,0.9167338013648987
s03_standing_ab_twists,0.06,0.5535140037536621,0.22890104353427887,0.1874234527349472,0.9999609589576721,0.5494576096534729,0.22170273959636688,0.14785802364349365,0.9999335408210754,0.5459583401679993,0.22184234857559204,0.14785943925380707,0.999944269657135,0.5425559282302856,0.22187383472919464,0.14786861836910248,0.9999248385429382,0.5591579079627991,0.221672922372818,0.1577783226966858,0.9999392628669739,0.5623841881752014,0.22184890508651733,0.1577868014574051,0.9999537467956543,0.5654203295707703,0.22205708920955658,0.15771128237247467,0.9999345541000366,0.538847029209137,0.22718827426433563,0.005362890660762787,0.9999505281448364,0.5717995166778564,0.22878432273864746,0.04608801007270813,0.9999383687973022,0.5474337339401245,0.2378779500722885,0.14246642589569092,0.9999583959579468,0.5578787922859192,0.23746703565120697,0.15381835401058197,0.9999609589576721,0.5045114755630493,0.2905026376247406,-0.0860060378909111,0.9999518990516663,0.6045951843261719,0.2934894263744354,0.0227169468998909,0.9999094009399414,0.4810892343521118,0.3722047209739685,-0.09788326919078827,0.9931010603904724,0.6275562644004822,0.37280428409576416,0.021551061421632767,0.9737802743911743,0.46522974967956543,0.4458577036857605,-0.04048424959182739,0.939250648021698,0.6222658753395081,0.4388546943664551,0.02885410189628601,0.8505747318267822,0.4606148302555084,0.4667191803455353,-0.05037317052483559,0.8723475933074951,0.623788595199585,0.45937496423721313,0.02848428301513195,0.7610348463058472,0.4639422297477722,0.46541449427604675,-0.04845721647143364,0.8600921630859375,0.614591121673584,0.45647650957107544,0.022705089300870895,0.7426562905311584,0.46802452206611633,0.4578613340854645,-0.038265008479356766,0.7938434481620789,0.6104769706726074,0.4488130211830139,0.02625141106545925,0.6708746552467346,0.5220443606376648,0.44433701038360596,-0.04947707802057266,0.9998940229415894,0.5770570635795593,0.44603630900382996,0.049241505563259125,0.9997691512107849,0.5153677463531494,0.5575212240219116,-0.01296604610979557,0.9989597201347351,0.5852386355400085,0.5534330010414124,0.13007287681102753,0.9954636693000793,0.5012513399124146,0.6685035824775696,0.04822643846273422,0.9977999925613403,0.5838878154754639,0.6602152585983276,0.20501165091991425,0.9943181872367859,0.5062919855117798,0.6904769539833069,0.05335303395986557,0.9972697496414185,0.5817571878433228,0.6756303310394287,0.21152439713478088,0.9921140670776367,0.4775366187095642,0.6729871034622192,0.0023064513225108385,0.9518945217132568,0.5679482817649841,0.6690130829811096,0.17174701392650604,0.9150177836418152
s03_standing_ab_twists,0.08,0.5530949831008911,0.22888900339603424,0.1871124655008316,0.9999603033065796,0.5490970015525818,0.22169381380081177,0.14750409126281738,0.9999325275421143,0.54561448097229,0.22182035446166992,0.14750629663467407,0.9999432563781738,0.5422520637512207,0.2218506634235382,0.14751675724983215,0.999923586845398,0.5588069558143616,0.22167490422725677,0.15740478038787842,0.9999383687973022,0.5620866417884827,0.22185277938842773,0.15741345286369324,0.9999529123306274,0.5651751756668091,0.2220645248889923,0.1573386788368225,0.9999338388442993,0.5387333035469055,0.2271730750799179,0.00526173273101449,0.99994957447052,0.5716580152511597,0.22877834737300873,0.04641204699873924,0.9999371767044067,0.5469908118247986,0.237852543592453,0.14222992956638336,0.9999572038650513,0.5574518442153931,0.2374667376279831,0.1535501778125763,0.9999598264694214,0.5045024156570435,0.29040390253067017,-0.08747701346874237,0.9999514818191528,0.604638397693634,0.29352521896362305,0.02464413456618786,0.9999067783355713,0.481071412563324,0.3722808063030243,-0.09873296320438385,0.9931277632713318,0.6275840997695923,0.372839093208313,0.026407040655612946,0.9735217094421387,0.46521952748298645,0.445859432220459,-0.04106941074132919,0.9389384984970093,0.6222656965255737,0.4389570653438568,0.03318196162581444,0.8490095734596252,0.4606170654296875,0.46671605110168457,-0.051111381500959396,0.871488630771637,0.6237877011299133,0.4594400227069855,0.03252813592553139,0.7587957978248596,0.4639148414134979,0.4653541147708893,-0.04934631288051605,0.8591563701629639,0.6145793795585632,0.45655757188796997,0.026105176657438278,0.740269660949707,0.46788451075553894,0.4578544497489929,-0.038898687809705734,0.7926609516143799,0.6104599237442017,0.44891357421875,0.030255872756242752,0.6682133674621582,0.5220094919204712,0.4442864656448364,-0.050426892936229706,0.9998912215232849,0.5769985914230347,0.4459865093231201,0.05018934980034828,0.9997614026069641,0.5153624415397644,0.5575757026672363,-0.01322231162339449,0.9989289045333862,0.5852075815200806,0.5534139275550842,0.13099195063114166,0.9952747225761414,0.5012714266777039,0.668503999710083,0.04818727448582649,0.997742772102356,0.5840039849281311,0.6601777672767639,0.20540881156921387,0.9941240549087524,0.5064566731452942,0.6904867887496948,0.05326802656054497,0.9972180128097534,0.5818547010421753,0.6756365895271301,0.21181842684745789,0.9918804168701172,0.47739484906196594,0.6728565096855164,0.00171675905585289,0.9515009522438049,0.5678252577781677,0.6690974235534668,0.17125822603702545,0.9136466979980469
s03_standing_ab_twists,0.1,0.5530319213867188,0.22889159619808197,0.18671268224716187,0.9999592304229736,0.5490448474884033,0.22169174253940582,0.14706666767597198,0.9999310970306396,0.5455538034439087,0.22180984914302826,0.14706864953041077,0.9999417066574097,0.5421892404556274,0.22183765470981598,0.14707565307617188,0.9999216794967651,0.5587721467018127,0.22167959809303284,0.15721645951271057,0.9999369382858276,0.5620586276054382,0.22185905277729034,0.15722358226776123,0.9999516010284424,0.565152108669281,0.22207386791706085,0.1571480929851532,0.9999325275421143,0.5387085676193237,0.22715970873832703,0.0038854803424328566,0.9999481439590454,0.5716505646705627,0.22876596450805664,0.04543297365307808,0.9999352693557739,0.5469196438789368,0.23785346746444702,0.14145274460315704,0.9999550580978394,0.557400107383728,0.2374829202890396,0.15350309014320374,0.9999577403068542,0.5044838190078735,0.2903344929218292,-0.0888054296374321,0.9999503493309021,0.6048352718353271,0.29365164041519165,0.022391676902770996,0.9999028444290161,0.48104047775268555,0.37246769666671753,-0.09912644326686859,0.9930620789527893,0.6276485323905945,0.3729405105113983,0.02308306097984314,0.9733342528343201,0.4652479290962219,0.4459199607372284,-0.04144706204533577,0.9379896521568298,0.6222656965255737,0.4389864504337311,0.0315791592001915,0.8478617668151855,0.4606688320636749,0.4667498469352722,-0.051363833248615265,0.8693602085113525,0.6237862706184387,0.4594556391239166,0.031374089419841766,0.7567245960235596,0.4639151990413666,0.46535786986351013,-0.049698442220687866,0.8568997383117676,0.6145696640014648,0.4565913677215576,0.025260137394070625,0.7380164861679077,0.4678669273853302,0.4578723907470703,-0.03930898755788803,0.78995281457901,0.6104378700256348,0.4489869177341461,0.028833990916609764,0.6658251881599426,0.5219549536705017,0.4440109133720398,-0.050813835114240646,0.9998875856399536,0.5769968032836914,0.4457288980484009,0.050576966255903244,0.9997513294219971,0.5153194069862366,0.557575523853302,-0.01870710775256157,0.9988744854927063,0.5852065086364746,0.553298830986023,0.1296345442533493,0.9949215054512024,0.501276433467865,0.6685545444488525,0.04045861214399338,0.9976456165313721,0.5841494798660278,0.6600929498672485,0.20144473016262054,0.9937806725502014,0.5065033435821533,0.6905616521835327,0.04513899236917496,0.9971207976341248,0.5819068551063538,0.6755893230438232,0.2076900601387024,0.9914607405662537,0.47695979475975037,0.6728476285934448,-0.0072548785246908665,0.9506816267967224,0.5678515434265137,0.6691352128982544,0.16702577471733093,0.9109947085380554
s03_standing_ab_twists,0.12,0.5529993772506714,0.2289084643125534,0.19406424462795258,0.9999584555625916,0.5490213632583618,0.22170023620128632,0.15441793203353882,0.9999299645423889,0.5455291867256165,0.2218122035264969,0.1544203758239746,0.9999405741691589,0.5421655178070068,0.22183938324451447,0.15442891418933868,0.9999202489852905,0.558738648891449,0.22170390188694,0.16456137597560883,0.9999359250068665,0.5620251893997192,0.22188429534435272,0.16457228362560272,0.9999507069587708,0.5651190876960754,0.22210171818733215,0.16449785232543945,0.9999315738677979,0.5387065410614014,0.22716152667999268,0.010676305741071701,0.9999470114707947,0.5716350078582764,0.22876551747322083,0.05247611179947853,0.9999338984489441,0.5469032526016235,0.23786510527133942,0.14864225685596466,0.9999534487724304,0.5573750734329224,0.23751451075077057,0.16042381525039673,0.9999562501907349,0.5045175552368164,0.2902699410915375,-0.08396637439727783,0.9999498724937439,0.6050381064414978,0.2937720715999603,0.028398621827363968,0.9999002814292908,0.4810393154621124,0.3725152611732483,-0.09394257515668869,0.9930750727653503,0.627670407295227,0.3729752004146576,0.03040408529341221,0.9733542799949646,0.46525484323501587,0.44592708349227905,-0.035436730831861496,0.9372643232345581,0.6222658157348633,0.43900248408317566,0.04056309908628464,0.846684455871582,0.4606880843639374,0.46675005555152893,-0.04488354176282883,0.8678239583969116,0.6237534880638123,0.4594633877277374,0.04071548953652382,0.7546373605728149,0.4639148712158203,0.46534088253974915,-0.042897772043943405,0.8552491664886475,0.614537239074707,0.456600159406662,0.03491225093603134,0.7357679009437561,0.4678482413291931,0.45787206292152405,-0.03313080593943596,0.7879199385643005,0.6104223132133484,0.44901177287101746,0.037996094673871994,0.6633168458938599,0.5219380855560303,0.4439510703086853,-0.050770167261362076,0.999885618686676,0.5769959688186646,0.4456290006637573,0.050529658794403076,0.9997454285621643,0.5153166651725769,0.5575816035270691,-0.01855119690299034,0.9988476634025574,0.5852748155593872,0.5532984137535095,0.1292191743850708,0.9947330355644226,0.5013270974159241,0.6686593890190125,0.04003973677754402,0.9975804686546326,0.5841588973999023,0.6600308418273926,0.20043030381202698,0.9935681223869324,0.5066274404525757,0.6907584071159363,0.04473459720611572,0.997076690196991,0.5818864107131958,0.6755455136299133,0.20663157105445862,0.9912624359130859,0.47659334540367126,0.6728113889694214,-0.007047210820019245,0.9497031569480896,0.5678847432136536,0.6691341996192932,0.16694428026676178,0.9087637662887573
s03_standing_ab_twists,0.14,0.5529016852378845,0.2289607971906662,0.19275681674480438,0.9999570846557617,0.5489541888237,0.2217167317867279,0.15310907363891602,0.9999279975891113,0.5454720258712769,0.2218201756477356,0.1531117856502533,0.9999387860298157,0.5421220064163208,0.22184619307518005,0.1531211882829666,0.9999179244041443,0.5586494207382202,0.22174295783042908,0.16315186023712158,0.9999340176582336,0.5619468092918396,0.2219243198633194,0.1631614714860916,0.9999491572380066,0.5650550127029419,0.22214488685131073,0.16308675706386566,0.999929666519165,0.5387051105499268,0.22717465460300446,0.009780342690646648,0.9999454617500305,0.5716037154197693,0.22877012193202972,0.05132362246513367,0.9999317526817322,0.5468499660491943,0.23791293799877167,0.14750587940216064,0.9999513626098633,0.5572992563247681,0.2376192957162857,0.1590915471315384,0.9999542236328125,0.5045506954193115,0.2902454435825348,-0.0839986577630043,0.9999489784240723,0.605239987373352,0.2939622700214386,0.02806357480585575,0.9998965263366699,0.4810369312763214,0.3725827634334564,-0.09410198032855988,0.993049681186676,0.6276695132255554,0.37302130460739136,0.02858036756515503,0.9729152917861938,0.46525925397872925,0.44592732191085815,-0.036712002009153366,0.9366035461425781,0.6222365498542786,0.4390329420566559,0.03614864870905876,0.8446710109710693,0.4607047736644745,0.4667494297027588,-0.04636118561029434,0.8665856719017029,0.6236851811408997,0.4594738483428955,0.035927824676036835,0.7520180344581604,0.46390771865844727,0.4653169810771942,-0.0445314459502697,0.853920578956604,0.6144709587097168,0.4566098749637604,0.029954347759485245,0.7329464554786682,0.46780630946159363,0.45786193013191223,-0.034480806440114975,0.7862911820411682,0.6103603839874268,0.4490390121936798,0.03343528136610985,0.6601889729499817,0.5219656825065613,0.44393807649612427,-0.05124737322330475,0.9998828172683716,0.5770541429519653,0.4455867111682892,0.05100661516189575,0.9997367858886719,0.5153271555900574,0.5575737357139587,-0.018747707828879356,0.9988244771957397,0.5852488279342651,0.553273618221283,0.12956811487674713,0.9945428371429443,0.5013281106948853,0.6687934994697571,0.04022400081157684,0.9975299835205078,0.5842383503913879,0.6599625945091248,0.20142102241516113,0.9933618903160095,0.5066335201263428,0.6909168362617493,0.04491928592324257,0.9970357418060303,0.58197420835495,0.6754966378211975,0.2076568752527237,0.9910417795181274,0.47639381885528564,0.6728003621101379,-0.006969190668314695,0.9490256905555725,0.5678434371948242,0.669170081615448,0.16790908575057983,0.9067655205726624
s03_standing_ab_twists,0.16,0.5526045560836792,0.22905433177947998,0.19263191521167755,0.9999555349349976,0.5487154722213745,0.22178123891353607,0.15278995037078857,0.9999256730079651,0.5452736616134644,0.22187861800193787,0.1527903974056244,0.9999367594718933,0.5419681668281555,0.22190745174884796,0.15279941260814667,0.9999151825904846,0.5583438277244568,0.22181709110736847,0.16323311626911163,0.9999317526817322,0.5616645812988281,0.22199410200119019,0.1632443219423294,0.9999473690986633,0.5648115277290344,0.2222147136926651,0.16317133605480194,0.9999273419380188,0.5386953949928284,0.2272339165210724,0.009191916324198246,0.9999436140060425,0.5714799165725708,0.2287924736738205,0.052417829632759094,0.9999293088912964,0.5466616749763489,0.23799444735050201,0.14719577133655548,0.9999493956565857,0.5570719838142395,0.2377283126115799,0.1592555195093155,0.9999523162841797,0.5047001242637634,0.2902117371559143,-0.08463264256715775,0.9999485015869141,0.6054219603538513,0.2941586971282959,0.030530238524079323,0.9998925924301147,0.4810352623462677,0.3725895583629608,-0.0948353186249733,0.9931328296661377,0.6277264952659607,0.37312251329421997,0.03454238176345825,0.9726192951202393,0.4652818739414215,0.44590094685554504,-0.03746025636792183,0.9368723034858704,0.622239351272583,0.439132958650589,0.04466217756271362,0.8422921895980835,0.4607280492782593,0.46673503518104553,-0.047173306345939636,0.8670466542243958,0.6236615777015686,0.4595031142234802,0.045100342482328415,0.7489487528800964,0.46389633417129517,0.46527349948883057,-0.04547250643372536,0.8544344305992126,0.6144538521766663,0.45665067434310913,0.038392335176467896,0.7296814918518066,0.46778133511543274,0.45783790946006775,-0.035284947603940964,0.7868504524230957,0.6103558540344238,0.44913116097450256,0.04167870059609413,0.6567625999450684,0.5219464302062988,0.44394242763519287,-0.051740746945142746,0.9998813271522522,0.5770063400268555,0.44560104608535767,0.05149885267019272,0.9997305274009705,0.5152602791786194,0.5576670169830322,-0.01837189309298992,0.9988084435462952,0.585233747959137,0.5533099174499512,0.13104964792728424,0.994454562664032,0.5013288855552673,0.6688752770423889,0.040790408849716187,0.9975046515464783,0.5842617750167847,0.6598441004753113,0.2047378271818161,0.9932522177696228,0.5066313743591309,0.6910163760185242,0.04564659669995308,0.9970206022262573,0.5820382833480835,0.6754184365272522,0.21115326881408691,0.9909388422966003,0.4763319790363312,0.672799825668335,-0.006705963984131813,0.9487663507461548,0.5677045583724976,0.6691362857818604,0.171705424785614,0.9057968854904175
s03_standing_ab_twists,0.18,0.5525848269462585,0.2291642278432846,0.19325999915599823,0.9999547004699707,0.5486931204795837,0.22188234329223633,0.1535281538963318,0.9999243021011353,0.5452514290809631,0.2219717800617218,0.1535295844078064,0.9999353885650635,0.5419497489929199,0.22200049459934235,0.15353849530220032,0.9999133348464966,0.5583173632621765,0.2219132035970688,0.1637408286333084,0.9999305009841919,0.561638355255127,0.2220817357301712,0.16375191509723663,0.9999464154243469,0.5647838115692139,0.2222965806722641,0.16367784142494202,0.9999262094497681,0.5386937260627747,0.22729076445102692,0.010172036476433277,0.9999423027038574,0.5714561343193054,0.228815957903862,0.05238215997815132,0.9999281764030457,0.5466403961181641,0.23806095123291016,0.14794892072677612,0.9999480843544006,0.5570562481880188,0.23779606819152832,0.15970736742019653,0.9999511241912842,0.504706621170044,0.2901785671710968,-0.08308775722980499,0.9999476671218872,0.6054567694664001,0.2941608726978302,0.028773769736289978,0.9998912811279297,0.4810337722301483,0.37260156869888306,-0.09366637468338013,0.993089497089386,0.6278222799301147,0.3732122778892517,0.030728820711374283,0.9728087782859802,0.46528273820877075,0.4459206163883209,-0.03670468181371689,0.9358537793159485,0.6222438812255859,0.43917062878608704,0.03939581289887428,0.8411754965782166,0.46074825525283813,0.46675905585289,-0.04626991227269173,0.8651351928710938,0.6236600875854492,0.45951297879219055,0.03944526985287666,0.746997594833374,0.463899701833725,0.465302437543869,-0.044257014989852905,0.8523923754692078,0.6144503355026245,0.45665353536605835,0.03333278000354767,0.7275574803352356,0.4677785634994507,0.4578852355480194,-0.034456200897693634,0.784247875213623,0.6103516221046448,0.44913697242736816,0.03666935861110687,0.6543909311294556,0.5218747854232788,0.4439779222011566,-0.05146186426281929,0.9998795986175537,0.5769705772399902,0.4456424415111542,0.051217686384916306,0.9997255802154541,0.5152276158332825,0.5577707290649414,-0.017756493762135506,0.9987943768501282,0.5852380394935608,0.553502082824707,0.13054528832435608,0.9943984746932983,0.5014093518257141,0.6690216660499573,0.041193898767232895,0.9974629878997803,0.5842864513397217,0.6598430275917053,0.20339912176132202,0.9931492209434509,0.5066968202590942,0.6910991072654724,0.046088408678770065,0.9969953298568726,0.5820396542549133,0.6754167079925537,0.20974287390708923,0.9908562898635864,0.47626614570617676,0.6729057431221008,-0.005070767365396023,0.948042631149292,0.5678567290306091,0.6691310405731201,0.17075198888778687,0.9043682217597961
