label,timestamp,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
s03_squat,0.0,0.5950257778167725,0.304624080657959,0.15022972226142883,0.99994957447052,0.5904393196105957,0.2965530753135681,0.1248568668961525,0.9999542236328125,0.587072491645813,0.2964428663253784,0.12486043572425842,0.9999510049819946,0.583743691444397,0.2964096665382385,0.12486474961042404,0.999945878982544,0.5987481474876404,0.29683732986450195,0.12294688820838928,0.9999557733535767,0.6010369658470154,0.2969648838043213,0.12298931181430817,0.9999544620513916,0.6033565402030945,0.2971193194389343,0.12291046231985092,0.9999517202377319,0.5766139626502991,0.3016008138656616,0.03060532547533512,0.9999507665634155,0.6039950251579285,0.3009210228919983,0.021881412714719772,0.9999619722366333,0.5895308256149292,0.3132849335670471,0.12203460186719894,0.9999278783798218,0.5986061096191406,0.31385332345962524,0.11942622065544128,0.9999336004257202,0.5370047688484192,0.3542843759059906,0.005494489800184965,0.9999017715454102,0.6274286508560181,0.3596738278865814,-0.0428214929997921,0.9999544620513916,0.5138118863105774,0.4248247742652893,0.018123120069503784,0.9704050421714783,0.642769992351532,0.43421754240989685,-0.02420826256275177,0.9902194142341614,0.5223152041435242,0.4868791699409485,0.06153383478522301,0.6911474466323853,0.6557278037071228,0.49211835861206055,0.06182581186294556,0.9452657699584961,0.5202612280845642,0.5054131150245667,0.06711871922016144,0.527000904083252,0.6581338047981262,0.5091604590415955,0.06959531456232071,0.88997483253479,0.525788426399231,0.5027195811271667,0.06341990828514099,0.5118399262428284,0.6541024446487427,0.5094606876373291,0.06999824196100235,0.8793469667434692,0.5289208292961121,0.4965527057647705,0.06127455458045006,0.4644019305706024,0.6515855193138123,0.5037268996238708,0.06481701880693436,0.8415727615356445,0.5522435307502747,0.4921590983867645,0.01769271492958069,0.9997256398200989,0.6001445651054382,0.49372249841690063,-0.017935678362846375,0.9996349811553955,0.5404840707778931,0.5873833298683167,0.05342128872871399,0.9886466860771179,0.6091277003288269,0.5917950868606567,0.05526622384786606,0.972588300704956,0.527748167514801,0.6772599220275879,0.10766774415969849,0.9833540320396423,0.6087318658828735,0.6919757127761841,0.10476528108119965,0.9758706092834473,0.5270462036132812,0.6946530342102051,0.11220631748437881,0.9773394465446472,0.6046628952026367,0.7064458727836609,0.1092231348156929,0.9636326432228088,0.5279684066772461,0.686467170715332,0.09094756096601486,0.9131367206573486,0.6199026703834534,0.6988389492034912,0.08333693444728851,0.8783357739448547
s03_squat,0.02,0.5962551832199097,0.30465593934059143,0.13838185369968414,0.9999516606330872,0.591149091720581,0.2965354025363922,0.11378233879804611,0.9999556541442871,0.5877764225006104,0.29642000794410706,0.11379330605268478,0.9999527931213379,0.584450364112854,0.29638057947158813,0.1138090267777443,0.9999475479125977,0.5993171334266663,0.29682669043540955,0.10855145752429962,0.9999571442604065,0.6015515327453613,0.29694610834121704,0.10858451575040817,0.999955952167511,0.603797972202301,0.2970849275588989,0.10851914435625076,0.9999527931213379,0.5774866938591003,0.301302969455719,0.02637232467532158,0.9999521374702454,0.6039713621139526,0.30081671476364136,0.003573415568098426,0.9999628067016602,0.5906203389167786,0.31314462423324585,0.11353636533021927,0.9999308586120605,0.5995185971260071,0.3138114809989929,0.10672979801893234,0.9999361634254456,0.5368493795394897,0.35471752285957336,0.009835791774094105,0.9999050498008728,0.6274310946464539,0.35924506187438965,-0.07475389540195465,0.9999569058418274,0.5135682225227356,0.42407676577568054,0.0280744768679142,0.9703805446624756,0.6427700519561768,0.4341273009777069,-0.05091257765889168,0.9901099801063538,0.5221810340881348,0.4867206811904907,0.06893053650856018,0.6914269328117371,0.6560835838317871,0.4924773871898651,0.05047694221138954,0.9437955617904663,0.5201346278190613,0.5051847100257874,0.07568100094795227,0.5289074778556824,0.6585230231285095,0.5092633962631226,0.05753129720687866,0.8873035311698914,0.5254499316215515,0.5023758411407471,0.0697098821401596,0.5132459402084351,0.6545941233634949,0.509376049041748,0.05820723995566368,0.8769195079803467,0.5284598469734192,0.4963756501674652,0.067742720246315,0.46505945920944214,0.6520805954933167,0.5038290619850159,0.05426269397139549,0.839161217212677,0.5518615245819092,0.49264800548553467,0.03268951550126076,0.9997459650039673,0.6002788543701172,0.49411389231681824,-0.0330541729927063,0.9996629357337952,0.5413954854011536,0.5870793461799622,0.11623946577310562,0.988655149936676,0.6090793013572693,0.5923258662223816,0.07768034189939499,0.9737935662269592,0.5274995565414429,0.675750732421875,0.2049713432788849,0.983450174331665,0.6085475087165833,0.6916958689689636,0.16384951770305634,0.9768723845481873,0.5247902274131775,0.6907348036766052,0.21477943658828735,0.9781249165534973,0.6033812165260315,0.7095763087272644,0.17398342490196228,0.9656690955162048,0.5293357968330383,0.6819391250610352,0.20310187339782715,0.9105193018913269,0.6203492283821106,0.6982157230377197,0.15359321236610413,0.8807582855224609
s03_squat,0.04,0.5967725515365601,0.3046438694000244,0.13512203097343445,0.9999534487724304,0.5914595127105713,0.2964872717857361,0.11050193756818771,0.9999568462371826,0.5880938768386841,0.29636892676353455,0.1105135828256607,0.999954342842102,0.584786057472229,0.2963266670703888,0.1105305552482605,0.9999489784240723,0.5995678901672363,0.2967841625213623,0.10503373295068741,0.9999582767486572,0.6017903089523315,0.2968927025794983,0.10506541281938553,0.9999572038650513,0.6040145754814148,0.2970152199268341,0.10500016808509827,0.9999536275863647,0.5780137777328491,0.3010837733745575,0.023879405111074448,0.9999532699584961,0.6039527058601379,0.30073514580726624,-0.0002855104976333678,0.9999634623527527,0.5911595225334167,0.3129018247127533,0.1105288416147232,0.9999334812164307,0.599994957447052,0.3136804401874542,0.10334492474794388,0.9999383687973022,0.5368016958236694,0.35484716296195984,0.011142655275762081,0.9999078512191772,0.6274523138999939,0.3590424060821533,-0.08019888401031494,0.9999591112136841,0.513378381729126,0.4235537052154541,0.03069550171494484,0.970249593257904,0.6427925229072571,0.4341186583042145,-0.05668703839182854,0.9900493621826172,0.5220911502838135,0.4865848124027252,0.07123133540153503,0.6913784742355347,0.6563019752502441,0.49275287985801697,0.045367538928985596,0.9427947402000427,0.5200214982032776,0.5050068497657776,0.07824572920799255,0.5304257869720459,0.6588040590286255,0.5093700289726257,0.052023712545633316,0.8853864669799805,0.5251712799072266,0.5021499395370483,0.07171895354986191,0.5142907500267029,0.6549142599105835,0.509327232837677,0.05277617275714874,0.8752350211143494,0.5281506776809692,0.49625635147094727,0.06979096680879593,0.46540695428848267,0.6523807644844055,0.5039130449295044,0.049212925136089325,0.837571382522583,0.5515739321708679,0.49300453066825867,0.03615887463092804,0.9997643828392029,0.6003280878067017,0.4944523870944977,-0.03653394803404808,0.9996881484985352,0.5420709848403931,0.5868620276451111,0.12173900008201599,0.9885916113853455,0.6090150475502014,0.5925242900848389,0.08204459398984909,0.9748796820640564,0.5274997353553772,0.6751387119293213,0.2118949592113495,0.9834821224212646,0.6083632111549377,0.6914839148521423,0.17092694342136383,0.977800190448761,0.5236915349960327,0.6892409920692444,0.22177603840827942,0.9787925481796265,0.6026673913002014,0.7107839584350586,0.18129928410053253,0.9675447940826416,0.5303150415420532,0.680537223815918,0.2097140997648239,0.908051609992981,0.620682418346405,0.6979186534881592,0.16060397028923035,0.8832291960716248
s03_squat,0.06,0.5969860553741455,0.3047279417514801,0.1372242569923401,0.9999549388885498,0.5915811061859131,0.29650264978408813,0.11214115470647812,0.9999577403068542,0.5882141590118408,0.29638299345970154,0.11215245723724365,0.9999555945396423,0.5849147439002991,0.29634013772010803,0.11216852813959122,0.9999500513076782,0.5996776223182678,0.2967979609966278,0.10736371576786041,0.9999591112136841,0.6018942594528198,0.2968996465206146,0.10739638656377792,0.9999581575393677,0.6041088104248047,0.29701676964759827,0.10732973366975784,0.9999541640281677,0.5782646536827087,0.30106472969055176,0.023375483229756355,0.9999541640281677,0.6039041876792908,0.3007351756095886,0.0017240967135876417,0.9999638795852661,0.5914004445075989,0.3128891587257385,0.11174201965332031,0.9999356865882874,0.6002208590507507,0.31368133425712585,0.10541442036628723,0.9999402165412903,0.5366960763931274,0.35503172874450684,0.01075566653162241,0.9999104738235474,0.6274856328964233,0.3589320480823517,-0.07594281435012817,0.9999608993530273,0.513262927532196,0.4232691824436188,0.02906683459877968,0.9704980254173279,0.6428197622299194,0.43411725759506226,-0.05294955521821976,0.9900155067443848,0.5220128893852234,0.48650309443473816,0.07036174088716507,0.6926537156105042,0.656450629234314,0.4932401478290558,0.046040501445531845,0.9417364597320557,0.5199251770973206,0.5049244165420532,0.07706793397665024,0.5330027937889099,0.6589497327804565,0.5096631050109863,0.052944328635931015,0.883359432220459,0.5250034332275391,0.5020285844802856,0.07099642604589462,0.5164309144020081,0.6550492644309998,0.5093458294868469,0.05338872969150543,0.8733841776847839,0.5279406309127808,0.496200829744339,0.0691031962633133,0.46682649850845337,0.6525006294250488,0.5042105317115784,0.04968106746673584,0.835666298866272,0.5514716506004333,0.493308424949646,0.03436150774359703,0.99978107213974,0.6006109118461609,0.49473172426223755,-0.03472425416111946,0.9997109174728394,0.5424070954322815,0.5867390036582947,0.1168711856007576,0.9886417984962463,0.6089754700660706,0.5926516652107239,0.08448144048452377,0.9758740067481995,0.5274966359138489,0.6747464537620544,0.20577101409435272,0.9836195111274719,0.6082772612571716,0.691321074962616,0.17060637474060059,0.9786104559898376,0.5230979323387146,0.6886699199676514,0.21557293832302094,0.9794788956642151,0.6024004220962524,0.7114380598068237,0.18062898516654968,0.9692583680152893,0.5305647850036621,0.6793497204780579,0.20295237004756927,0.905834436416626,0.6208820343017578,0.6975702047348022,0.16019122302532196,0.8847466707229614
s03_squat,0.08,0.5971055030822754,0.30481284856796265,0.13858725130558014,0.9999563694000244,0.591667890548706,0.29655638337135315,0.11348950117826462,0.9999585747718811,0.5882982015609741,0.2964441478252411,0.11349944025278091,0.9999567866325378,0.5850071310997009,0.2964085638523102,0.11351343989372253,0.9999510645866394,0.5997761487960815,0.29683199524879456,0.1091635674238205,0.9999598860740662,0.6020010709762573,0.2969231903553009,0.10919776558876038,0.9999590516090393,0.6042197942733765,0.2970312833786011,0.10912974178791046,0.9999546408653259,0.5784692168235779,0.30106526613235474,0.02386576309800148,0.9999550580978394,0.6039023995399475,0.3007607161998749,0.003595552872866392,0.9999642372131348,0.5915367007255554,0.3128837049007416,0.11261405795812607,0.9999377727508545,0.6003935933113098,0.3136828541755676,0.10697945207357407,0.9999419450759888,0.5366954803466797,0.35512158274650574,0.011119927279651165,0.9999127984046936,0.6274967193603516,0.35882583260536194,-0.07435859739780426,0.9999624490737915,0.5132217407226562,0.4229520261287689,0.029288265854120255,0.9708184599876404,0.6428220868110657,0.4340881407260895,-0.052530720829963684,0.9899756908416748,0.5219646096229553,0.4863579571247101,0.07001467049121857,0.6954054832458496,0.6565332412719727,0.4933646619319916,0.04450518637895584,0.9406864643096924,0.5198630094528198,0.5048090815544128,0.07651908695697784,0.5370973944664001,0.6590453386306763,0.5097362995147705,0.05111801251769066,0.8813709020614624,0.5248939990997314,0.5018651485443115,0.07057175785303116,0.5201357007026672,0.6551551222801208,0.5093342661857605,0.051497433334589005,0.871518611907959,0.5278310179710388,0.4960797429084778,0.06878503412008286,0.4697389602661133,0.652588427066803,0.5042699575424194,0.04808686673641205,0.8336241841316223,0.5514060854911804,0.49342072010040283,0.03461169824004173,0.9997955560684204,0.6006946563720703,0.4948103427886963,-0.03497806191444397,0.9997311234474182,0.5428746938705444,0.586174726486206,0.11678484827280045,0.9886267781257629,0.6089496612548828,0.5927610993385315,0.08208439499139786,0.9768322706222534,0.5274942517280579,0.6738970875740051,0.20495395362377167,0.9836785793304443,0.6081250905990601,0.691299557685852,0.16497373580932617,0.9794108867645264,0.5227012038230896,0.6873735785484314,0.2146177440881729,0.9800630807876587,0.6020545959472656,0.7121052145957947,0.17460159957408905,0.9708736538887024,0.5306901931762695,0.6791538596153259,0.20158176124095917,0.9032863974571228,0.6208860278129578,0.6974890232086182,0.15323171019554138,0.8862740993499756
s03_squat,0.1,0.597281277179718,0.30495375394821167,0.13544915616512299,0.9999571442604065,0.5918398499488831,0.2966272532939911,0.11092322319746017,0.999958872795105,0.5884695649147034,0.29650622606277466,0.11093337088823318,0.999957263469696,0.5851840376853943,0.2964596748352051,0.1109500452876091,0.9999513626098633,0.5999273657798767,0.2969059646129608,0.10553032904863358,0.9999601244926453,0.602144181728363,0.2969849109649658,0.10556240379810333,0.9999592900276184,0.6043475270271301,0.29707810282707214,0.10549100488424301,0.9999544620513916,0.5786011219024658,0.30106574296951294,0.023471076041460037,0.9999551177024841,0.6038556098937988,0.30081450939178467,-0.0003371401980984956,0.9999638795852661,0.5916725397109985,0.3128913640975952,0.1105567216873169,0.9999387860298157,0.6004859209060669,0.31373992562294006,0.1035231500864029,0.9999426603317261,0.5366144776344299,0.3554310202598572,0.011052868328988552,0.9999142289161682,0.6274349093437195,0.358746737241745,-0.07915576547384262,0.9999637603759766,0.5130875110626221,0.42296522855758667,0.029639646410942078,0.970722496509552,0.6428340673446655,0.4340812861919403,-0.05627479404211044,0.9898576140403748,0.5218603014945984,0.4863578975200653,0.07156023383140564,0.6939373016357422,0.6565872430801392,0.4936540424823761,0.04440116882324219,0.9396187663078308,0.5197783708572388,0.5048109889030457,0.07865707576274872,0.5365016460418701,0.6590551137924194,0.5099500417709351,0.05133470147848129,0.8794211149215698,0.5247511267662048,0.5018613934516907,0.07251706719398499,0.5191493034362793,0.6551584601402283,0.5093753933906555,0.0520605631172657,0.8697131276130676,0.5276603102684021,0.49607881903648376,0.07028372585773468,0.4683232009410858,0.6525883674621582,0.5044662952423096,0.04814622551202774,0.8317483067512512,0.5514064431190491,0.4936736524105072,0.035201165825128555,0.9998082518577576,0.6009204387664795,0.4950346350669861,-0.03557945787906647,0.9997484683990479,0.5431068539619446,0.586119532585144,0.12084051221609116,0.9884085655212402,0.6088851690292358,0.5928940773010254,0.0852130800485611,0.9772986769676208,0.5275225043296814,0.6737158298492432,0.21231286227703094,0.9834957718849182,0.6081337332725525,0.691239058971405,0.1747015416622162,0.979794442653656,0.5225191116333008,0.687192976474762,0.22241371870040894,0.9803440570831299,0.6020708084106445,0.7122575044631958,0.18519969284534454,0.9719621539115906,0.5313751101493835,0.6791698336601257,0.21096614003181458,0.9012754559516907,0.6211629509925842,0.6974068284034729,0.16560117900371552,0.8872712850570679
s03_squat,0.12,0.5974104404449463,0.30515149235725403,0.1326402723789215,0.9999570250511169,0.5920111536979675,0.29675203561782837,0.10845404863357544,0.9999582171440125,0.5886363983154297,0.2966158092021942,0.10846338421106339,0.9999567270278931,0.5853481888771057,0.29655081033706665,0.10848328471183777,0.999950647354126,0.6000921130180359,0.29703664779663086,0.10253246873617172,0.9999595284461975,0.6023049354553223,0.2971016466617584,0.10256513208150864,0.9999586343765259,0.6044970750808716,0.29717719554901123,0.10248963534832001,0.9999532699584961,0.5787354111671448,0.3010694086551666,0.022517533972859383,0.9999540448188782,0.6038459539413452,0.3009028136730194,-0.0034912254195660353,0.9999626278877258,0.591774046421051,0.3129197657108307,0.10828062891960144,0.9999385476112366,0.6005441546440125,0.3138211667537689,0.10056643187999725,0.9999423027038574,0.5365862250328064,0.3556074798107147,0.01123787835240364,0.9999147653579712,0.6273784041404724,0.35868141055107117,-0.0837365984916687,0.9999648928642273,0.5128793120384216,0.4229755103588104,0.03015742264688015,0.9704807996749878,0.6428400278091431,0.43407300114631653,-0.06226207688450813,0.9897634387016296,0.5217298865318298,0.4862752854824066,0.07177101820707321,0.6929479837417603,0.6566275954246521,0.49379897117614746,0.03868919610977173,0.9392071962356567,0.5196669697761536,0.5047847628593445,0.07907424122095108,0.5363367795944214,0.6590824127197266,0.5100366473197937,0.04542601853609085,0.8785547018051147,0.5245952606201172,0.5018089413642883,0.07280351966619492,0.5186782479286194,0.6551836729049683,0.5093796849250793,0.046390678733587265,0.8690106868743896,0.5274913311004639,0.49602508544921875,0.07044579088687897,0.46749117970466614,0.6526005864143372,0.5045430064201355,0.042557887732982635,0.8311389684677124,0.5514086484909058,0.4938504099845886,0.03727884218096733,0.9998179078102112,0.6009830832481384,0.4952494204044342,-0.03765786439180374,0.9997628927230835,0.5432754158973694,0.5859895348548889,0.12275153398513794,0.9878706932067871,0.6088832020759583,0.5929915904998779,0.08163914829492569,0.9774928092956543,0.5275242924690247,0.673754870891571,0.2138795405626297,0.9830479025840759,0.6081321239471436,0.6912328004837036,0.16568396985530853,0.9800491333007812,0.5221810340881348,0.6873670816421509,0.22373203933238983,0.9802846908569336,0.6019409894943237,0.7125097513198853,0.1754348874092102,0.972791850566864,0.5319910049438477,0.6790232062339783,0.2118997573852539,0.8991973400115967,0.621667742729187,0.6974114179611206,0.15433140099048615,0.8885438442230225
s03_squat,0.14,0.5974015593528748,0.3051578104496002,0.13307078182697296,0.9999578595161438,0.5920097231864929,0.29676884412765503,0.10844854265451431,0.9999585747718811,0.5886344313621521,0.2966350317001343,0.10845908522605896,0.999957263469696,0.5853461623191833,0.2965710163116455,0.10847840458154678,0.9999510645866394,0.6000982522964478,0.29704463481903076,0.10317002981901169,0.9999599456787109,0.6023189425468445,0.2971068024635315,0.1032039076089859,0.9999590516090393,0.6045197248458862,0.2971798777580261,0.10313064604997635,0.9999534487724304,0.5787325501441956,0.3010696768760681,0.021244313567876816,0.999954342842102,0.6038374900817871,0.30092012882232666,-0.0021511747036129236,0.9999626278877258,0.591769814491272,0.31290873885154724,0.10816387087106705,0.9999395608901978,0.600538969039917,0.31382155418395996,0.1012287363409996,0.999943196773529,0.5365521311759949,0.35580679774284363,0.009348057210445404,0.9999162554740906,0.6273776292800903,0.35867491364479065,-0.08034226298332214,0.9999660849571228,0.5127346515655518,0.4229844808578491,0.029695145785808563,0.9707069993019104,0.6428527235984802,0.4340675473213196,-0.058852385729551315,0.9897486567497253,0.5216162204742432,0.48619237542152405,0.07235296815633774,0.6936039924621582,0.6566605567932129,0.4939599931240082,0.040188971906900406,0.9390551447868347,0.5195719003677368,0.5047585964202881,0.0796499103307724,0.5375550985336304,0.6591047644615173,0.5101801156997681,0.04713037982583046,0.8780555129051208,0.5244511961936951,0.50175541639328,0.07361933588981628,0.5195733308792114,0.6551933288574219,0.5094172954559326,0.047830674797296524,0.8686404228210449,0.5273323059082031,0.49596795439720154,0.07118266075849533,0.4680325984954834,0.6526012420654297,0.5046683549880981,0.043890126049518585,0.8309121131896973,0.551414966583252,0.4939669370651245,0.03583981469273567,0.9998282194137573,0.601186990737915,0.49540939927101135,-0.036200929433107376,0.9997768998146057,0.5433968305587769,0.5858339667320251,0.11923161149024963,0.9876772165298462,0.6088768839836121,0.5930665135383606,0.08565495908260345,0.9776979088783264,0.527618944644928,0.6737947463989258,0.21073877811431885,0.9828652739524841,0.6081328392028809,0.6911262273788452,0.17366817593574524,0.9802064895629883,0.5222369432449341,0.687527060508728,0.22077657282352448,0.9804429411888123,0.6019319891929626,0.7125040888786316,0.1839623898267746,0.9735354781150818,0.5322445631027222,0.6790390610694885,0.20903050899505615,0.8974653482437134,0.6216614246368408,0.6973897218704224,0.16414086520671844,0.8887037634849548
s03_squat,0.16,0.5974071025848389,0.30518072843551636,0.1341414749622345,0.9999583959579468,0.5920459032058716,0.2967964708805084,0.10941870510578156,0.9999588131904602,0.5886645317077637,0.2966640293598175,0.1094290018081665,0.9999576210975647,0.5853719711303711,0.2965984046459198,0.10944700986146927,0.9999512434005737,0.6001476645469666,0.2970612347126007,0.10442399233579636,0.99996018409729,0.6023758053779602,0.2971189618110657,0.10445822775363922,0.9999593496322632,0.6045820713043213,0.2971876263618469,0.10438530892133713,0.9999534487724304,0.5787872076034546,0.30106863379478455,0.02152949385344982,0.9999545216560364,0.60383540391922,0.3009352684020996,-0.0008202766766771674,0.9999626278877258,0.5917679071426392,0.31290680170059204,0.10893875360488892,0.9999403357505798,0.6005507111549377,0.3138260245323181,0.1023685485124588,0.9999439120292664,0.5365291237831116,0.355866402387619,0.009328871965408325,0.999917209148407,0.627374529838562,0.3586033582687378,-0.07834085077047348,0.999967098236084,0.5126282572746277,0.42298978567123413,0.029785048216581345,0.9706647992134094,0.6428542137145996,0.4340325891971588,-0.056375015527009964,0.9897588491439819,0.5215439200401306,0.48615384101867676,0.07439196109771729,0.6919798851013184,0.6567184925079346,0.4940269887447357,0.041643522679805756,0.9386090636253357,0.5194719433784485,0.5047441720962524,0.08186732977628708,0.5365797877311707,0.6591387987136841,0.510222315788269,0.04852510243654251,0.8771514296531677,0.524334192276001,0.5017109513282776,0.07592041045427322,0.5182819366455078,0.6552110910415649,0.5094184279441833,0.04924013093113899,0.8678572177886963,0.5272383689880371,0.4959023594856262,0.07331698387861252,0.4666239023208618,0.6526047587394714,0.5046975016593933,0.04524744302034378,0.8302198052406311,0.5514084696769714,0.49403509497642517,0.03502503037452698,0.9998370409011841,0.6013646721839905,0.49545732140541077,-0.03538261726498604,0.9997893571853638,0.5434606671333313,0.5857522487640381,0.11786158382892609,0.987518310546875,0.6088908314704895,0.5930816531181335,0.08465544879436493,0.9779400825500488,0.5276265740394592,0.6738206744194031,0.20772486925125122,0.9826856851577759,0.6080889701843262,0.6910024285316467,0.17052455246448517,0.9803842902183533,0.5222666263580322,0.6876359581947327,0.2175675928592682,0.9805989861488342,0.601855456829071,0.7124795913696289,0.1805601865053177,0.9742788076400757,0.5321921706199646,0.6784578561782837,0.20612633228302002,0.89531010389328,0.6215786933898926,0.6973777413368225,0.16087351739406586,0.8885801434516907
s03_squat,0.18,0.5974432826042175,0.30519282817840576,0.13387000560760498,0.9999589920043945,0.5921064615249634,0.2968001961708069,0.1089087650179863,0.9999591112136841,0.5887182354927063,0.29666638374328613,0.10892095416784286,0.9999580979347229,0.5854215025901794,0.2965998947620392,0.10893919318914413,0.9999516010284424,0.6002448797225952,0.2970646023750305,0.1040712371468544,0.9999604821205139,0.6024883985519409,0.2971212565898895,0.10410464555025101,0.9999596476554871,0.6047033071517944,0.2971886098384857,0.10403378307819366,0.9999535083770752,0.578912615776062,0.3010530173778534,0.020493220537900925,0.999954879283905,0.6038559079170227,0.3009365499019623,-0.0010182148544117808,0.9999627470970154,0.5917928814888,0.3128986358642578,0.10852053016424179,0.999941349029541,0.600608229637146,0.31382662057876587,0.10216844826936722,0.9999446868896484,0.5365349650382996,0.35588425397872925,0.008768824860453606,0.9999184012413025,0.6274373531341553,0.35854965448379517,-0.07841943204402924,0.9999679923057556,0.5126176476478577,0.42299240827560425,0.0294974222779274,0.9707428812980652,0.642859697341919,0.4340171217918396,-0.05512981116771698,0.9897199273109436,0.5214980244636536,0.4861357510089874,0.0741313099861145,0.6926090717315674,0.6567307114601135,0.49410325288772583,0.043109867721796036,0.9379435777664185,0.5194243788719177,0.5047428607940674,0.0815640464425087,0.5378700494766235,0.6591446399688721,0.5102850794792175,0.05045684427022934,0.8759272694587708,0.5242558717727661,0.501707136631012,0.07563473284244537,0.5192669034004211,0.6552112698554993,0.5094254612922668,0.05099016800522804,0.8666915893554688,0.527165412902832,0.49589407444000244,0.07307644188404083,0.4672452509403229,0.6526046991348267,0.5047345161437988,0.04683686047792435,0.8291904330253601,0.5514014959335327,0.4940866529941559,0.0347394160926342,0.999845564365387,0.6014435291290283,0.49552735686302185,-0.03510062396526337,0.9998006820678711,0.5434508919715881,0.5857588648796082,0.1183004304766655,0.9873455166816711,0.6088899970054626,0.5931560397148132,0.08522376418113708,0.9781755208969116,0.5276659727096558,0.6738886833190918,0.20829255878925323,0.9824813008308411,0.6080134510993958,0.6909933090209961,0.17268264293670654,0.9804929494857788,0.5223051905632019,0.6876957416534424,0.21815666556358337,0.9807078838348389,0.6017234325408936,0.712549090385437,0.1829529106616974,0.9748733639717102,0.5324169397354126,0.6786025762557983,0.20670311152935028,0.8935053944587708,0.6215136051177979,0.6973503828048706,0.16340503096580505,0.8884168863296509
